Label,Message
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
ham,Howz pain?hope u r fine..
ham,Did u see what I posted on your Facebook?
ham,I keep ten rs in my shelf:) buy two egg.
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
ham,Wait  &lt;#&gt;  min..
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,Huh y lei...
ham,Well welp is sort of a semiobscure internet thing
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham,There is no sense in my foot and penis.
spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
ham,Hey check it da. I have listed da.
ham,Hope you are having a good week. Just checking in
ham,K..u also dont msg or reply to his msg..
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,Im good! I have been thinking about you...
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,S but mostly not like that.
ham,Yar lor... How u noe? U used dat route too?
ham,Apps class varaya elaya.
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,No i am not having not any movies in my laptop
ham,Dad went out oredi... 
ham,LOL that would be awesome payback.
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,Sure! I am driving but will reach my destination soon.
ham,Shall i send that exe to your mail id.
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
ham,"Ya tel, wats ur problem.."
ham,Great. Have a safe trip. Dont panic surrender all.
ham,Tiwary to rcb.battle between bang and kochi.
ham,"Almost there, see u in a sec"
ham,Huh? 6 also cannot? Then only how many mistakes?
ham,Did either of you have any idea's? Do you know of anyplaces doing something?
ham,Also are you bringing galileo or dobby
ham,She ran off with a younger man. we will make pretty babies together :)
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,What you did in  leave.
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,She's borderline but yeah whatever.
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
ham,Ok...
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,Yeah right! I'll bring my tape measure fri!
ham,Jus finish watching tv... U?
ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
ham,I am taking half day leave bec i am not well
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
ham,Cramps stopped. Going back to sleep
ham,I wont do anything de.
ham,Finish liao... U?
ham,No da. I am happy that we sit together na
ham,You are right. Meanwhile how's project twins comin up
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,Speak only when you feel your words are better than the silence... Gud mrng:-)
spam,Filthy stories and GIRLS waiting for your
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
ham,"I'm outside islands, head towards hard rock and you'll run into me"
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
ham,Gud mrng dear hav a nice day
ham,Yavnt tried yet and never played original either
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
ham,I'm on the bus. Love you
ham,YO YO YO BYATCH WHASSUP?
ham,ITS A LAPTOP TAKE IT WITH YOU.
ham,You bad girl. I can still remember them
ham,"Aight, text me tonight and we'll see what's up"
ham,"Haha awesome, be there in a minute"
ham,I jokin oni lar.. Ü busy then i wun disturb ü.
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,As in i want custom officer discount oh.
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
ham,Loosu go to hospital. De dont let it careless.
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham,I'm now but have to wait till 2 for the bus to pick me.
ham,Also track down any lighters you can find
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
ham,Oh k. . I will come tomorrow
ham,Yar but they say got some error.
ham,The battery is for mr adewale my uncle. Aka Egbon
ham,"Dad wanted to talk about the apartment so I got a late start, omw now"
ham,I'm really sorry I lit your hair on fire
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,K... Must book a not huh? so going for yoga basic on sunday?
ham,I come n pick ü up... Come out immediately aft ur lesson...
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
ham,Argh why the fuck is nobody in town ;_;
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,(You didn't hear it from me)
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
ham,I'm still pretty weak today .. Bad day ?
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,Send me the new number
ham,K.k.this month kotees birthday know?
ham,But i haf enuff space got like 4 mb...
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
ham,Ok leave no need to ask
ham,"A few people are at the game, I'm at the mall with iouri and kaila"
ham,Ryder unsold.now gibbs.
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
ham,Well done and ! luv ya all 
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,"K, want us to come by now?"
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
ham,Hey what's up charles sorry about the late reply.
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,What class of  &lt;#&gt;  reunion?
ham,You all ready for * big day tomorrow?
ham,Po de :-):):-):-):-). No need job aha.
ham,Dude ive been seeing a lotta corvettes lately
ham,Howz that persons story
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham,"Okay, good, no problem, and thanx!"
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
ham,Lol where do u come up with these ideas?
ham,I gotta collect da car at 6 lei.
ham,What time should I tell my friend to be around?
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,Get ready to put on your excellent sub face :)
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
ham,When're you guys getting back? G said you were thinking about not staying for mcr
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,Oh k.k..where did you take test?
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,If you don't respond imma assume you're still asleep and imma start calling n shit
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
ham,"I'm in a meeting, call me later at"
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,WOT U WANNA DO THEN MISSY?
ham,My phone
ham,Ü got wat to buy tell us then ü no need to come in again.
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154"
ham,No current and food here. I am alone also
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,"Aight, call me once you're close"
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,We're done...
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
ham,Me i'm not workin. Once i get job...
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
ham,Mm i am on the way to railway
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,He dint tell anything. He is angry on me that why you told to abi.
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
ham,No. She's currently in scotland for that.
ham,"Oh... Icic... K lor, den meet other day..."
ham,i thought we were doing a king of the hill thing there.
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,I will once i get home
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
ham,I can make lasagna for you... vodka...
ham,Are you willing to go for apps class.
ham,Que pases un buen tiempo or something like that
ham,I cant pick the phone right now. Pls send a message
ham,Si si. I think ill go make those oreo truffles.
ham,Oh all have to come ah?
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
ham,And miss vday the parachute and double coins??? U must not know me very well...
ham,No b4 Thursday
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,Same as kallis dismissial in 2nd test:-).
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
ham,Ü thk of wat to eat tonight.
ham,Ok i vl..do u know i got adsense approved..
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
ham,Ok lor. Msg me b4 u call.
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Ok no prob. Take ur time.
ham,Sorry * was at the grocers.
ham,Those ducking chinchillas
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
ham,Can ü send me a copy of da report?
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
ham,Dont worry. I guess he's busy.
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
ham,Early bird! Any purchases yet?
ham,In da car park 
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,For my family happiness..
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham,Can not use foreign stamps in this country.
ham,Also hi wesley how've you been
ham,have * good weekend.
ham,K I'll be sure to get up before noon and see what's what
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,Two teams waiting for some players
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
ham,Hey r ü still online? I've finished the formatting...
ham,Then anything special?
ham,Are you angry with me. What happen dear
ham,Dear we got  &lt;#&gt;  dollars hi hi
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
ham,Aight well keep me informed
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
ham,If india win or level series means this is record:)
ham,Dear reached railway. What happen to you
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham, &lt;#&gt;  mins but i had to stop somewhere first.
ham,Ok lor.
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time
ham,"Sorry, I'll call later"
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham,Where did u go? My phone is gonna die you have to stay in here
ham,Nan sonathaya soladha. Why boss?
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
ham,That's y we haf to combine n c how lor...
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
ham,Tell me pa. How is pain de.
ham,U buy newspapers already?
ham,But i have to. I like to have love and arrange.
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
ham,"Aight, lemme know what's up"
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
ham,U GOIN OUT 2NITE?
ham,"It's that time of the week again, ryan"
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,Hey come online! Use msn... We are all there
ham,Oh k:)after that placement there ah?
ham,K.k.how is your business now?
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,Take some small dose tablet for fever
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,"Yo, you around? Just got my car back"
ham,Kay... Since we are out already 
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
ham,Morning only i can ok.
ham,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
ham,Thanx 4 sending me home...
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
ham,Huh means computational science... Y they like dat one push here n there...
ham,Ok enjoy . R u there in home.
ham,How are you enjoying this semester? Take care brother.
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,Sent me de webadres for geting salary slip
ham,U attend ur driving lesson how many times a wk n which day?
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
ham,"Aight, sounds good. When do you want me to come down?"
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
ham,Still in the area of the restaurant. Ill try to come back soon
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
ham, what number do u live at? Is it 11?
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
ham,R u meeting da ge at nite tmr?
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,Sending you greetings of joy and happiness. Do have a gr8 evening
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,University of southern california.
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
ham,Not to worry. I'm sure you'll get it.
ham,How much u trying to get?
ham,Hope you are feeling great. Pls fill me in. Abiola
ham,So can collect ur laptop?
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
spam,Adult 18 Content Your video will be with you shortly
ham,Me fine..absolutly fine
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
ham,"Some friends want me to drive em someplace, probably take a while"
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,"Awesome, I'll see you in a bit"
ham,WHAT TIME U WRKIN?
spam,Missed call alert. These numbers called but left no message. 07008009200
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
ham,Anything lor is she coming?
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,What Today-sunday..sunday is holiday..so no work..
ham,Where do you need to go to get it?
ham,If you r @ home then come down within 5 min
ham,Ok. There may be a free gym about.
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
ham,Wife.how she knew the time of murder exactly
ham,Just normal only here :)
ham,Thts wat Wright Brother did to fly..
ham,"What i mean was i left too early to check, cos i'm working a 9-6."
ham,Why you keeping me away like this
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham,... Are you in the pub?
ham,My exam is for february 4. Wish you a great day.
ham,I don't know but I'm raping dudes at poker
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,My uncles in Atlanta. Wish you guys a great semester.
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
